id,scrape_id,last_scraped,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,price,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
20389830,2.02503E+13,3/15/25,43856620,Natali,9/10/15,within an hour,100%,100%,t,Hadley/Washington,1,1,t,t,District 21,36.16678,-86.81437,Entire home,6,1,2,2,$148.00 ,9/3/23,3/2/25,4.93,4.86,4.9,4.86,4.93,4.52,4.66,t,1,1,0,0,1.55
20403799,2.02503E+13,3/16/25,33948197,Quynh,5/22/15,within an hour,100%,100%,t,Hadley/Washington,1,1,t,t,District 21,36.1642,-86.80981,Entire home,10,2.5,3,4,$225.00 ,9/2/21,3/8/25,4.99,5,4.97,5,5,4.79,4.94,t,1,1,0,0,3.51
20405341,2.02503E+13,3/15/25,103365676,Amanda,11/11/16,within an hour,100%,100%,t,Arts District,56,56,t,t,District 19,36.16339,-86.77673,Entire loft,4,1,1,2,$181.00 ,8/21/17,3/10/25,4.82,4.89,4.73,4.85,4.94,4.95,4.75,t,55,55,0,0,4.85
20409576,2.02503E+13,3/15/25,22933775,Lauren And Jen,10/24/14,within an hour,100%,100%,t,Midtown,17,17,t,t,District 21,36.14642,-86.8185,Entire home,12,,4,,,8/23/17,1/20/25,5,5,5,5,4.94,4.92,4.9,t,14,14,0,0,0.74
20411425,2.02503E+13,3/15/25,36225903,David,6/19/15,within an hour,100%,100%,f,,3,4,t,t,District 17,36.1449,-86.78134,Entire home,12,3,4,4,$530.00 ,9/4/17,10/18/23,4.98,4.98,4.97,5,5,4.87,4.97,f,1,1,0,0,0.89
20419190,2.02503E+13,3/15/25,96364155,Andrew,9/22/16,within an hour,100%,91%,t,,1,1,t,t,District 19,36.18204498,-86.79615021,Entire home,8,,4,,,9/18/17,11/24/24,4.96,5,4.95,4.99,5,4.76,4.93,f,1,1,0,0,1.1
20427870,2.02503E+13,3/15/25,19258700,Catherine,7/31/14,within an hour,100%,99%,t,,5,5,t,t,District 18,36.13091,-86.79823,Entire guest suite,4,1,1,2,$108.00 ,9/19/17,2/18/25,4.98,4.98,4.97,5,4.99,4.98,4.91,f,2,2,0,0,3.46
20432958,2.02503E+13,3/15/25,80912307,Eva,6/30/16,within an hour,100%,100%,t,,1,1,t,t,District 8,36.21143,-86.75218,Private room in home,2,1,1,1,$69.00 ,9/10/17,2/16/25,4.88,4.9,4.78,4.98,4.95,4.85,4.81,f,1,0,1,0,5.73
20439200,2.02503E+13,3/15/25,23049333,Kabir,10/27/14,within a day,100%,38%,t,,2,4,t,t,District 24,36.14484,-86.82999,Entire guest suite,2,,1,,,10/15/17,6/30/24,4.92,4.9,4.96,5,4.92,4.92,4.72,f,2,2,0,0,0.55
20441773,2.02503E+13,3/15/25,24869398,Heidi,12/15/14,within an hour,100%,97%,t,,1,1,t,t,District 5,36.19005,-86.76174,Entire loft,6,1,2,3,$132.00 ,9/15/17,3/9/25,4.94,4.94,4.95,4.95,5,4.68,4.86,t,1,1,0,0,2.48
20456848,2.02503E+13,3/15/25,330413872,Cat,1/24/20,within an hour,100%,100%,f,West End Park,11,21,t,f,District 18,36.13585,-86.80385,Entire condo,6,2,2,3,$142.00 ,8/22/17,7/29/24,4.74,4.76,4.74,4.85,4.75,4.97,4.66,f,7,7,0,0,0.74
20458812,2.02503E+13,3/15/25,144570905,Molly,8/6/17,within an hour,100%,99%,t,Antioch,14,22,t,t,District 18,36.13472,-86.80364,Room in boutique hotel,6,2,2,2,$159.00 ,8/21/17,1/6/25,4.81,4.84,4.84,4.93,4.91,4.93,4.77,t,2,1,1,0,0.76
20459044,2.02503E+13,3/15/25,103365676,Amanda,11/11/16,within an hour,100%,100%,t,Arts District,56,56,t,t,District 19,36.16339,-86.77673,Entire loft,6,,2,,,8/24/17,3/3/25,4.77,4.87,4.7,4.83,4.88,4.98,4.65,t,55,55,0,0,4.67
20462670,2.02503E+13,3/15/25,330413872,Cat,1/24/20,within an hour,100%,100%,f,West End Park,11,21,t,f,District 18,36.13653,-86.80209,Entire townhouse,6,2,2,2,$138.00 ,8/28/17,1/27/25,4.78,4.79,4.78,4.84,4.82,4.95,4.53,t,7,7,0,0,0.95
20463556,2.02503E+13,3/15/25,330413872,Cat,1/24/20,within an hour,100%,100%,f,West End Park,11,21,t,f,District 18,36.1349,-86.80325,Entire condo,6,2,2,2,$184.00 ,8/21/17,2/24/25,4.77,4.74,4.89,4.98,4.91,4.98,4.61,t,7,7,0,0,0.9
20480522,2.02503E+13,3/15/25,124630307,Marion,4/6/17,N/A,N/A,N/A,f,,1,2,t,t,District 31,36.05017,-86.67964,Private room in bungalow,1,,,,,3/25/18,9/23/19,4.57,4.78,4.83,4.7,4.65,4.39,4.39,f,1,0,1,0,0.27
20502341,2.02503E+13,3/15/25,146367722,Jeff And Shannon,8/16/17,within an hour,100%,100%,t,,1,1,t,t,District 6,36.170788,-86.746231,Entire townhouse,8,3.5,3,5,$166.00 ,10/27/17,1/8/25,4.95,4.97,4.97,5,4.98,4.94,4.9,f,1,1,0,0,1.25
20525061,2.02503E+13,3/15/25,103365676,Amanda,11/11/16,within an hour,100%,100%,t,Arts District,56,56,t,t,District 19,36.16339,-86.77673,Entire loft,4,1,1,2,$181.00 ,8/24/17,3/9/25,4.86,4.9,4.79,4.9,4.95,4.97,4.73,t,55,55,0,0,4.22
20535818,2.02503E+13,3/15/25,47061664,Martee,10/20/15,within a few hours,100%,100%,t,Priest Lake,3,7,t,t,District 29,36.09475,-86.61409,Private room in home,2,1,1,2,$44.00 ,8/22/17,2/28/23,4.72,4.61,4.56,5,4.72,4.56,4.28,f,3,0,3,0,0.2
20537447,2.02503E+13,3/15/25,19707550,Julie,8/8/14,within an hour,100%,98%,t,,6,10,t,t,District 17,36.12818,-86.73342,Entire guest suite,4,,1,,,10/13/17,11/16/24,4.96,4.89,4.96,5,5,4.7,5,f,6,6,0,0,0.52
20599556,2.02503E+13,3/15/25,52120103,Duke & BB,12/23/15,within a day,100%,100%,f,,1,1,t,f,District 19,36.16896,-86.79614,Entire home,8,,3,,,9/18/17,4/30/20,5,5,5,5,5,4.67,5,f,1,1,0,0,0.13
20638894,2.02503E+13,3/16/25,128387636,Crystal,5/1/17,N/A,N/A,100%,f,,1,1,t,t,District 28,36.07716,-86.68945,Entire home,12,2.5,4,8,$150.00 ,9/3/17,5/5/24,4.87,4.86,4.9,4.98,4.99,4.7,4.83,f,1,1,0,0,1.5
20639964,2.02503E+13,3/15/25,147579610,Jeff,8/24/17,within an hour,100%,100%,t,,1,1,t,t,District 6,36.1771,-86.75394,Entire home,8,3,4,4,$277.00 ,11/28/17,11/10/24,4.95,4.97,4.9,4.99,4.99,4.92,4.86,f,1,1,0,0,1.78
20660438,2.02503E+13,3/15/25,45624097,Tonya,10/2/15,within an hour,100%,98%,t,Joelton,6,7,t,t,District 19,36.15146,-86.78754,Entire guest suite,4,1,1,3,$199.00 ,10/29/17,12/15/24,4.89,4.92,4.88,4.86,4.88,4.92,4.83,t,3,3,0,0,1.63
20666788,2.02503E+13,3/15/25,24841340,Sandy,12/14/14,within an hour,100%,91%,t,,1,1,t,f,District 25,36.11142,-86.78809,Entire townhouse,6,,2,,,2/18/18,3/3/25,5,4.99,5,4.99,5,4.99,4.86,f,1,1,0,0,0.82
20676728,2.02503E+13,3/15/25,83475309,Bob,7/13/16,within an hour,100%,98%,t,West End Park,2,2,t,t,District 19,36.14757,-86.79086,Entire home,9,3.5,3,5,$400.00 ,9/24/17,11/10/24,4.99,4.96,4.94,5,5,4.91,4.79,f,2,2,0,0,1.22
20680778,2.02503E+13,3/15/25,124304149,Scott,4/4/17,within an hour,100%,100%,t,Charlotte Park,2,2,t,t,District 17,36.12547,-86.78164,Entire guesthouse,2,,1,,,10/15/17,2/17/25,4.89,4.95,4.86,4.97,4.98,4.95,4.82,f,2,2,0,0,1.95
20710751,2.02503E+13,3/15/25,103365676,Amanda,11/11/16,within an hour,100%,100%,t,Arts District,56,56,t,t,District 19,36.16339,-86.77673,Entire loft,5,,1,,,9/7/17,3/9/25,4.78,4.85,4.66,4.84,4.88,4.98,4.68,t,55,55,0,0,4.72
20721285,2.02503E+13,3/15/25,126174,TrueAvenue,5/16/10,within an hour,100%,98%,f,Midtown,32,51,t,t,District 5,36.17337,-86.7645,Entire condo,4,2,2,2,$205.00 ,4/16/18,11/14/24,5,5,4.86,5,5,4.71,4.86,f,28,28,0,0,0.1
20813762,2.02503E+13,3/15/25,4216956,Sarah,11/22/12,within a few hours,100%,0%,f,Bluff Springs,2,2,t,t,District 17,36.13959,-86.76844,Entire townhouse,4,3.5,2,2,$219.00 ,12/6/17,7/29/23,4.86,5,4.86,4.71,5,5,4.71,f,1,1,0,0,0.08
20844778,2.02503E+13,3/16/25,7414188,Stephen,7/11/13,within an hour,100%,86%,,North Hollywood,8,10,t,t,District 24,36.12777,-86.83022,Entire home,4,1,1,2,$259.00 ,12/3/17,4/27/24,4.78,4.83,4.77,4.83,4.85,4.98,4.69,f,1,1,0,0,1.98
20846294,2.02503E+13,3/15/25,330413872,Cat,1/24/20,within an hour,100%,100%,f,West End Park,11,21,t,f,District 18,36.13496,-86.80191,Entire townhouse,6,2,2,3,$199.00 ,9/15/17,1/2/25,4.59,4.71,4.7,4.88,4.76,4.96,4.51,t,7,7,0,0,1.1
20848750,2.02503E+13,3/15/25,17574894,John,7/2/14,within an hour,100%,100%,t,,1,2,t,t,District 17,36.12254,-86.78449,Entire guesthouse,3,1,1,3,$152.00 ,12/11/17,2/16/25,5,4.98,5,4.99,4.99,4.97,4.86,t,1,1,0,0,2.77
20857149,2.02503E+13,3/15/25,126174,TrueAvenue,5/16/10,within an hour,100%,98%,f,Midtown,32,51,t,t,District 5,36.17337,-86.7645,Entire condo,3,1,1,2,$159.00 ,3/10/18,11/19/23,4.94,4.91,4.91,5,5,4.82,4.55,f,28,28,0,0,0.19
20858747,2.02503E+13,3/15/25,23674366,Judith,11/12/14,within an hour,100%,100%,t,,1,1,t,t,District 35,36.19176,-86.96427,Entire guest suite,4,,2,,,5/7/18,3/9/25,4.95,4.98,5,4.99,4.98,4.91,4.96,t,1,1,0,0,2.23
20864705,2.02503E+13,3/15/25,71112010,Jeanelle,5/9/16,within an hour,100%,95%,t,,2,7,t,t,District 17,36.14613,-86.7818,Entire home,12,3.5,4,6,$443.00 ,10/20/17,3/5/25,4.94,4.92,4.95,4.94,4.96,4.89,4.78,f,2,2,0,0,3.57
20885853,2.02503E+13,3/15/25,21736973,CousinsBNB,9/24/14,within an hour,100%,100%,t,Hermitage,17,29,t,t,District 8,36.2455,-86.73569,Entire home,12,2,4,8,$346.00 ,9/18/17,12/2/24,4.79,4.85,4.76,4.93,4.92,4.76,4.68,t,8,8,0,0,2.16
20896221,2.02503E+13,3/15/25,150116323,Zeke,9/11/17,within an hour,100%,100%,t,North Capitol,3,3,t,t,District 19,36.17315,-86.78098,Entire condo,4,1,1,2,$134.00 ,3/25/18,3/13/25,4.83,4.87,4.73,4.96,4.98,4.82,4.77,f,3,3,0,0,4.69
20901478,2.02503E+13,3/15/25,103365676,Amanda,11/11/16,within an hour,100%,100%,t,Arts District,56,56,t,t,District 19,36.16267,-86.77606,Entire loft,5,1,1,3,$185.00 ,9/17/17,3/9/25,4.8,4.9,4.71,4.87,4.86,4.96,4.8,t,55,55,0,0,4.31
20903915,2.02503E+13,3/16/25,34013549,Angie,5/22/15,within an hour,83%,80%,f,Lockeland Springs,6,7,t,t,District 17,36.1282,-86.78689,Entire rental unit,4,2,2,2,$250.00 ,1/28/18,4/16/22,5,5,5,5,5,5,4.71,f,6,6,0,0,0.08
20916469,2.02503E+13,3/15/25,7218128,Sarah,7/1/13,within an hour,100%,100%,t,,1,2,t,t,District 6,36.18273,-86.71828,Entire home,4,1,2,2,$85.00 ,11/4/17,3/13/25,4.96,4.98,4.95,4.99,4.99,4.94,4.96,f,1,1,0,0,4.13
20920858,2.02503E+13,3/15/25,125813700,Taylor,4/14/17,within an hour,100%,100%,t,,2,2,t,t,District 6,36.16866,-86.75565,Entire townhouse,10,2.5,3,8,$159.00 ,1/1/18,3/9/25,4.97,4.97,4.97,4.94,4.97,4.7,4.89,f,1,1,0,0,2.19
20978183,2.02503E+13,3/15/25,90600007,Jennie,8/18/16,within an hour,100%,99%,f,Downtown,3,3,t,t,District 19,36.16178,-86.78345,Entire condo,4,,1,,,3/4/18,1/26/25,4.91,4.94,4.88,4.97,4.87,4.94,4.8,f,3,3,0,0,2.86
20995462,2.02503E+13,3/16/25,16662070,Albert Towers,6/11/14,within an hour,100%,100%,t,,3,3,t,t,District 35,36.10673,-87.01547,Entire cabin,8,2,3,3,$126.00 ,10/9/17,1/5/25,4.84,4.91,4.74,4.99,4.95,4.94,4.79,t,1,1,0,0,1.3
21007703,2.02503E+13,3/15/25,103365676,Amanda,11/11/16,within an hour,100%,100%,t,Arts District,56,56,t,t,District 19,36.16339,-86.77673,Entire loft,4,1,1,2,$184.00 ,10/4/17,3/3/25,4.85,4.92,4.79,4.92,4.92,4.97,4.77,t,55,55,0,0,4.16
21009814,2.02503E+13,3/15/25,94194379,Matthew,9/8/16,within an hour,100%,100%,t,,2,2,t,f,District 25,36.10982,-86.78982,Entire guest suite,3,1,1,3,$105.00 ,10/15/17,2/16/25,4.97,4.98,4.95,5,4.99,4.94,4.96,t,2,2,0,0,2.93
21038042,2.02503E+13,3/15/25,30995912,Jessica Joy,4/11/15,within an hour,100%,99%,t,Rutledge Hill,17,19,t,t,District 19,36.15531921,-86.77070618,Entire condo,4,1,1,2,$231.00 ,9/24/17,2/27/25,4.91,4.95,4.91,4.96,4.97,4.95,4.82,f,13,13,0,0,4.55
21052820,2.02503E+13,3/15/25,71967512,Ambra,5/14/16,within an hour,100%,100%,t,,1,1,t,t,District 5,36.18121,-86.75572,Entire guest suite,5,1,2,3,$110.00 ,2/27/20,2/23/25,4.93,4.94,4.8,4.97,4.99,4.91,4.86,f,1,1,0,0,3.53
21067873,2.02503E+13,3/15/25,148785524,Elaine,9/2/17,within an hour,100%,100%,t,,1,1,t,t,District 4,36.02897,-86.71935,Entire rental unit,5,1,1,2,$109.00 ,10/21/17,12/29/24,4.94,4.97,4.95,5,4.99,4.97,4.98,f,1,1,0,0,1.04
21076644,2.02503E+13,3/15/25,80602532,Lottie,6/28/16,within an hour,100%,100%,f,,3,3,t,t,District 17,36.13724,-86.76553,Entire rental unit,2,1,1,1,$91.00 ,3/8/18,3/9/25,4.75,4.84,4.8,4.93,4.87,4.84,4.77,f,2,2,0,0,4.13
21080889,2.02503E+13,3/15/25,30102228,Kasey,3/27/15,within an hour,100%,100%,t,,2,3,t,t,District 2,36.19061,-86.80991,Entire home,10,1.5,2,5,$295.00 ,10/1/17,11/17/24,4.94,4.96,4.91,5,4.98,4.82,4.8,f,2,1,1,0,0.9
21105175,2.02503E+13,3/15/25,30102228,Kasey,3/27/15,within an hour,100%,100%,t,,2,3,t,t,District 2,36.19061,-86.8099,Private room in home,10,1.5,2,4,$85.00 ,9/30/17,9/20/24,4.97,4.94,4.99,4.98,4.97,4.88,4.94,f,2,1,1,0,2.57
21134195,2.02503E+13,3/15/25,103365676,Amanda,11/11/16,within an hour,100%,100%,t,Arts District,56,56,t,t,District 19,36.16459,-86.77769,Entire loft,4,1,0,2,$166.00 ,9/29/17,3/10/25,4.85,4.94,4.78,4.9,4.93,4.97,4.76,t,55,55,0,0,5.44
21139386,2.02503E+13,3/15/25,96454758,David And Mary Sue,9/23/16,within an hour,100%,99%,t,,1,1,t,t,District 17,36.13979,-86.7937,Entire bungalow,4,1,2,2,$186.00 ,10/15/17,3/9/25,5,4.98,4.99,4.99,5,4.97,4.92,f,1,1,0,0,3.95
21191242,2.02503E+13,3/15/25,103365676,Amanda,11/11/16,within an hour,100%,100%,t,Arts District,56,56,t,t,District 19,36.16256,-86.77618,Entire loft,5,1,1,3,$182.00 ,10/7/17,3/2/25,4.81,4.94,4.71,4.87,4.85,4.97,4.77,t,55,55,0,0,3.88
21200262,2.02503E+13,3/15/25,16672701,Pat Parker,6/11/14,within an hour,100%,94%,t,Downtown,2,5,t,t,District 19,36.15416,-86.76419,Entire home,10,,4,,,3/25/18,12/8/24,4.9,4.9,4.96,4.9,4.98,4.77,4.78,f,2,2,0,0,1.59
21231154,2.02503E+13,3/15/25,7040278,J.Wes,6/21/13,within an hour,100%,99%,t,,1,5,t,t,District 5,36.18266,-86.75098,Entire place,2,1,1,1,$121.00 ,10/29/17,3/12/25,4.96,4.98,4.97,4.97,4.98,4.93,4.89,t,1,1,0,0,9.75
21256452,2.02503E+13,3/15/25,78356744,Adam,6/17/16,within an hour,100%,99%,t,Salemtown,7,7,t,f,District 19,36.18278,-86.79155,Entire townhouse,8,1,2,4,$141.00 ,6/8/22,3/7/25,4.8,4.81,4.78,4.94,4.95,4.86,4.73,f,7,7,0,0,6.14
21262489,2.02503E+13,3/15/25,47475013,Hamilton,10/26/15,within a day,98%,74%,t,Downtown,188,212,t,t,District 15,36.22022,-86.70499,Entire condo,8,,2,,,6/5/18,7/31/22,5,5,4.8,4.4,5,5,4.6,f,3,3,0,0,0.06
21275826,2.02503E+13,3/15/25,64840947,John Chris,3/29/16,within a day,100%,63%,f,Whites Creek,1,1,t,t,District 1,36.2695,-86.88469,Entire rental unit,3,1,1,2,$185.00 ,3/19/23,12/29/24,4.9,5,4.8,4.9,4.9,4.9,5,f,1,1,0,0,0.41
21277643,2.02503E+13,3/15/25,2482996,Sandy,5/28/12,within an hour,100%,100%,t,,1,1,t,t,District 5,36.18074,-86.75579,Entire home,6,,3,,,11/18/17,2/23/25,4.97,4.96,4.97,4.99,4.99,4.94,4.9,t,1,1,0,0,4.87
21296186,2.02503E+13,3/15/25,36966839,Wendy,6/28/15,within an hour,100%,100%,t,,1,1,t,f,District 6,36.17268,-86.7205,Entire guest suite,4,1,1,2,$108.00 ,4/8/18,10/14/24,4.97,4.98,4.99,4.99,4.99,4.96,4.91,f,1,1,0,0,1.75
21296745,2.02503E+13,3/15/25,111846665,Laura,1/16/17,within an hour,100%,100%,t,,1,1,t,t,District 25,36.11072,-86.80374,Entire guesthouse,4,1,1,2,$137.00 ,12/13/17,10/27/24,4.98,4.95,4.99,4.98,4.97,4.99,4.93,f,1,1,0,0,1.22
21306275,2.02503E+13,3/15/25,154196480,Aaron,10/11/17,within a day,60%,N/A,f,,2,2,t,t,District 24,36.14462,-86.84434,Entire home,2,,,,,11/27/17,7/30/23,5,4.98,5,4.98,4.97,4.98,4.86,f,1,1,0,0,1.22
21320589,2.02503E+13,3/15/25,154326320,Tu,10/12/17,within an hour,100%,93%,t,,2,4,t,t,District 2,36.1851,-86.8026,Entire home,8,2,3,4,$206.00 ,10/15/17,1/26/25,4.87,4.92,4.75,4.98,4.99,4.72,4.84,f,1,1,0,0,2.35
21367589,2.02503E+13,3/15/25,52888365,Tracey,12/31/15,within an hour,100%,100%,t,,1,1,t,t,District 6,36.17248,-86.73881,Entire guesthouse,3,1,1,2,$115.00 ,12/17/17,3/9/25,4.98,4.99,4.95,4.99,4.99,4.97,4.95,f,1,1,0,0,4.15
21369707,2.02503E+13,3/15/25,154745340,Jackie,10/15/17,N/A,N/A,100%,f,,1,3,t,t,District 10,36.29433,-86.73612,Entire home,6,2,3,3,$662.00 ,11/5/17,5/8/23,4.9,4.94,4.94,5,4.94,4.81,4.87,t,1,1,0,0,0.35
21376774,2.02503E+13,3/15/25,11635012,Courtney & Brian,1/25/14,within an hour,100%,97%,f,,2,2,t,t,District 16,36.12213,-86.74225,Tiny home,2,1,1,1,$113.00 ,10/22/17,10/20/24,4.89,4.95,4.92,4.98,4.98,4.89,4.74,f,1,1,0,0,3.22
21393296,2.02503E+13,3/15/25,154971380,Carl,10/17/17,within a few hours,100%,95%,t,,1,1,t,t,District 31,36.00364,-86.63932,Entire home,7,2,4,6,$154.00 ,4/28/19,12/28/24,4.99,4.99,5,4.99,4.99,4.97,5,f,1,1,0,0,1.24
21466170,2.02503E+13,3/15/25,155873088,Jonnathan,10/23/17,within an hour,100%,100%,f,,2,2,t,t,District 27,36.07417,-86.73022,Private room in home,4,,,,,9/2/22,1/3/25,4.28,4.22,4.41,4.47,4.66,4.47,4.47,t,2,1,1,0,1.04
21511409,2.02503E+13,3/15/25,72485541,Alex,5/17/16,within an hour,100%,100%,t,North Capitol,3,3,t,f,District 20,36.1641,-86.85627,Entire townhouse,7,2.5,3,3,$132.00 ,10/1/18,12/10/24,4.88,4.84,4.84,4.96,4.94,4.93,4.85,t,3,3,0,0,3.05
21513133,2.02503E+13,3/15/25,67263024,Katie & Ben,4/14/16,within an hour,100%,100%,t,,1,1,t,t,District 27,36.06264,-86.73116,Entire guesthouse,4,1,1,2,$76.00 ,2/16/18,1/26/25,4.94,4.95,4.96,4.96,4.98,4.89,4.89,f,1,1,0,0,7.62
21526488,2.02503E+13,3/15/25,23049333,Kabir,10/27/14,within a day,100%,38%,t,,2,4,t,t,District 24,36.14344,-86.82917,Entire guesthouse,2,,1,,,1/2/18,6/29/24,4.9,4.9,4.9,4.95,4.95,4.9,4.86,f,2,2,0,0,0.24
21575580,2.02503E+13,3/15/25,60934272,Travers,2/29/16,within an hour,100%,100%,t,Music Row,36,54,t,t,District 19,36.14785,-86.79368,Entire rental unit,6,1,1,5,$108.00 ,11/18/17,3/12/25,4.78,4.84,4.73,4.94,4.95,4.87,4.73,t,21,21,0,0,3.8
21579627,2.02503E+13,3/15/25,156933849,Larry,10/31/17,within an hour,100%,100%,f,,1,2,t,t,District 35,36.0516,-86.93783,Entire guesthouse,2,1,0,1,$60.00 ,1/27/18,1/14/25,4.5,4.64,4.5,4.71,4.71,4.79,4.71,f,1,1,0,0,0.16
21582620,2.02503E+13,3/15/25,115505661,Chris,2/8/17,within an hour,100%,99%,t,Hillsboro West End,118,120,t,f,District 17,36.14485,-86.78469,Entire home,12,4,4,18,$157.00 ,12/1/17,3/9/25,4.9,4.87,4.85,4.96,4.94,4.94,4.88,t,111,111,0,0,4.11
21606660,2.02503E+13,3/15/25,76573092,Ashley,6/8/16,within an hour,100%,100%,t,Hickory Valley,4,4,t,t,District 5,36.18857,-86.76711,Entire home,6,2,2,3,$234.00 ,2/18/18,12/31/24,4.99,4.95,4.96,4.98,4.98,4.88,4.95,t,4,4,0,0,1.13
21625478,2.02503E+13,3/15/25,157048707,Megan,11/1/17,within an hour,100%,100%,f,,1,1,t,t,District 17,36.12556,-86.77903,Entire condo,4,1,0,2,$105.00 ,11/19/17,2/23/25,4.78,4.85,4.72,4.92,4.84,4.86,4.79,t,1,1,0,0,3.86
21635878,2.02503E+13,3/16/25,80820055,Rachel & Jack,6/30/16,within an hour,100%,100%,t,,2,2,t,t,District 23,36.12962,-86.87555,Entire guest suite,2,1,0,1,$70.00 ,12/15/17,2/27/25,4.96,4.97,4.98,4.97,4.98,4.93,4.94,f,1,1,0,0,4.93
21661657,2.02503E+13,3/15/25,206006183,Drew,7/29/18,within an hour,100%,100%,t,Bordeaux Area,28,35,t,t,District 5,36.19492,-86.77349,Entire home,12,3.5,4,12,$399.00 ,12/27/17,2/21/25,4.96,4.89,4.92,4.95,4.96,4.51,4.86,t,26,26,0,0,0.97
21664433,2.02503E+13,3/15/25,133757060,Zac,6/6/17,within an hour,100%,100%,t,Watkins Park,8,11,t,t,District 17,36.1264,-86.77857,Entire loft,4,1,1,2,,11/17/17,3/11/25,4.86,4.84,4.87,4.94,4.95,4.86,4.79,t,8,8,0,0,7.23
21681983,2.02503E+13,3/15/25,85360355,StayLocal,7/22/16,within an hour,100%,99%,f,12 South,138,378,t,t,District 19,36.17453,-86.79778,Entire loft,2,1,1,1,$79.00 ,12/18/17,3/3/25,4.64,4.73,4.66,4.73,4.81,4.57,4.55,f,134,134,0,0,1.83
21714890,2.02503E+13,3/15/25,92048148,Chad,8/26/16,within an hour,100%,100%,t,,2,2,t,t,District 18,36.14002,-86.81536,Entire home,9,3,4,5,$283.00 ,12/30/17,3/2/25,4.93,4.94,4.96,4.95,4.96,4.92,4.85,t,2,2,0,0,1.78
21723405,2.02503E+13,3/15/25,6855810,UrbanNashville,6/11/13,within an hour,100%,98%,,Downtown,196,218,t,t,District 19,36.15176,-86.7851,Entire loft,2,1.5,1,1,$137.00 ,12/10/17,3/9/25,4.88,4.95,4.86,4.93,4.93,4.96,4.78,f,115,70,45,0,3.72
21738248,2.02503E+13,3/15/25,96083098,Michael & Mary Beth,9/20/16,within an hour,100%,100%,t,,1,1,t,t,District 6,36.17368,-86.73744,Entire guesthouse,4,1,0,3,$107.00 ,12/3/17,3/8/25,4.96,4.97,4.93,4.98,4.99,4.98,4.93,f,1,1,0,0,3.28
21755093,2.02503E+13,3/15/25,440360756,Chris,1/13/22,N/A,N/A,N/A,f,,63,81,t,t,District 2,36.18459,-86.81383,Entire home,8,2,3,3,$147.00 ,4/21/24,3/2/25,4.77,4.82,4.7,4.91,4.93,4.11,4.75,t,55,55,0,0,4.01
21771280,2.02503E+13,3/15/25,158629193,Guy And Itay,11/13/17,within an hour,100%,100%,t,Chestnut Hill,29,30,t,t,District 17,36.14538,-86.76266,Entire townhouse,10,3.5,3,7,$233.00 ,12/30/17,6/10/24,4.87,4.92,4.82,4.91,4.96,4.79,4.82,t,14,14,0,0,1.57
21782285,2.02503E+13,3/15/25,5250143,Diane,2/27/13,N/A,N/A,N/A,f,,1,1,t,t,District 22,36.07471,-86.93011,Entire townhouse,6,3.5,3,3,$200.00 ,11/21/17,1/26/25,4.95,4.95,4.91,4.97,4.96,4.87,4.89,f,1,1,0,0,1.88
21785950,2.02503E+13,3/15/25,3323236,Mel,8/20/12,within an hour,100%,95%,f,,3,6,t,t,District 5,36.18249,-86.76777,Entire home,4,2,2,3,$141.00 ,12/31/17,3/9/25,4.91,4.96,4.86,4.95,4.94,4.86,4.81,f,1,1,0,0,0.88
21804263,2.02503E+13,3/15/25,25162776,Frances,12/24/14,within an hour,100%,90%,,,16,20,t,t,District 5,36.20258,-86.76531,Entire home,16,,8,,,3/8/19,7/29/24,4.82,4.82,4.73,4.91,5,4.82,4.73,f,10,10,0,0,0.15
21825800,2.02503E+13,3/15/25,53382229,Rhonda,1/5/16,within an hour,100%,99%,f,,6,6,t,f,District 18,36.12796,-86.8073,Entire home,2,1,1,2,$56.00 ,2/6/19,11/22/23,4.18,4.27,4.55,4.55,4.45,4.91,4,f,5,5,0,0,0.15
21878160,2.02503E+13,3/15/25,101426897,Host Extraordinaires,10/26/16,within an hour,100%,100%,t,North Nashville,216,431,t,t,District 19,36.18821,-86.79353,Entire home,10,4,3,5,$159.00 ,2/19/18,12/31/24,4.81,4.84,4.63,4.84,4.88,4.64,4.7,t,189,189,0,0,0.96
21892746,2.02503E+13,3/15/25,159734923,Kathlena,11/22/17,within an hour,100%,86%,f,,3,3,t,f,District 15,36.15859,-86.67409,Entire home,7,2,3,5,$137.00 ,8/27/18,11/4/22,4.86,5,4.86,5,5,5,4.71,t,3,3,0,0,0.09
21935318,2.02503E+13,3/15/25,157429756,Bob,11/4/17,within an hour,100%,100%,t,,1,1,t,t,District 5,36.193,-86.74948,Entire home,10,2.5,4,7,$500.00 ,2/18/18,3/9/25,4.96,5,4.99,5,5,4.8,4.86,t,1,1,0,0,1.14
